difficulty,label_name,category,text,label,style,group_id,dataset_origin,leak_types,source_pattern,source_url,notes
hard,NON_LEAK,realworld_ai_model_data_hard_negative,המצגת מסבירה באופן כללי מהו מודל סיווג.,0,email,rw_svm_pair_realworld_ai_model_data_04703,real_world_pattern_hard_negative,,android_secrets,https://arxiv.org/abs/2510.18601,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_trade_secret_hard_negative,המסמך מסביר מהו סוד מסחרי ברמה כללית.,0,chat,rw_svm_pair_realworld_trade_secret_07533,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,NON_LEAK,diverse_negative,סיכום פגישה: שם העובד לימור סויסה מופיע במצגת הפנימית ללא פרטים נוספים.,0,meeting_note,div_neg_2,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_business_strategy_hard_negative,המסמך מתאר שיטות כלליות לניתוח מתחרים.,0,email,rw_svm_pair_realworld_business_strategy_06355,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_negative_email_context,לתיעוד פנימי - בדוח מופיע איש קשר בשם אורן אברהם.,0,memo,email_context_neg_120,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_physical_security_hard_negative,המצגת מתארת עקרונות כלליים לניהול משלוחים.,0,report,rw_svm_pair_realworld_physical_security_00069,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,realworld_legal_contract_positive,הנספח כולל סעיפים מתוך הסכם לקוח לפני חתימה.,1,memo,rw_svm_pair_realworld_legal_contract_08002,real_world_pattern_variation,CONTRACT_LEGAL_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_bank_payment_hard_negative,הדוח מציג סך תשלומים ללא פרטי חשבונות או לקוחות.,0,policy,rw_svm_pair_realworld_bank_payment_07837,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,focused_payroll_positive,"מתוך הדוח: במצגת הנהלה צורפו שמות העובדים, שכר בסיס ובונוסים.",1,report,payroll_ctx_pos_28,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_internal_infra_hard_negative,הדוח מתאר באופן כללי את עקרונות הפרדת הסביבות בארגון.,0,policy,rw_svm_pair_realworld_internal_infra_01159,real_world_pattern_hard_negative,,issueguard,https://arxiv.org/abs/2602.08072,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,diverse_positive,"HR-258736 | הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,ticket,div_pos_15,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_hr_hard_negative,המסמך מסביר באופן כללי כיצד מבצעים הערכת עובדים.,0,policy,rw_svm_pair_realworld_hr_01532,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,paired_hard_positive,לתיעוד פנימי: הצוות דן בהשקת גרסה 4.2 ביום 27/5/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,memo,pair_4_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_algorithm_hard_negative,המצגת מציגה עקרונות כלליים של מערכות המלצה.,0,policy,rw_svm_pair_realworld_algorithm_01267,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,realworld_ai_model_data_positive,הקובץ חושף את endpoint הפנימי של מודל הסיווג.,1,report,rw_svm_pair_realworld_ai_model_data_00433,real_world_pattern_variation,AI_MODEL_DATA_LEAK,android_secrets,https://arxiv.org/abs/2510.18601,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,realworld_logs_backups_positive,לוג הייצור כולל פרטי שגיאה עם נתיב קובץ פנימי.,1,report,rw_svm_pair_realworld_logs_backups_04415,real_world_pattern_variation,LOG_BACKUP_LEAK,issueguard,https://arxiv.org/abs/2602.08072,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,realworld_education_hard_negative,המסמך מסביר באופן כללי כיצד נקבעות התאמות לימודיות.,0,email,rw_svm_pair_realworld_education_03810,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_salary_positive,קובץ ה־HR חושף טבלת שכר לפי עובד.,1,technical_note,rw_svm_pair_realworld_salary_08428,real_world_pattern_variation,SALARY_COMPENSATION_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_positive_confidentiality,מתוך הדוח: הקובץ נשמר במערכת הפנימית והוא מסווג לשימוש פנימי בלבד ואינו נועד להפצה.,1,report,confidentiality_pos_184,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_db_credentials_positive,קובץ הייצוא חושף connection string למסד הנתונים של סביבת ה־staging.,1,chat,rw_svm_pair_realworld_db_credentials_05321,real_world_pattern_variation,DB_CREDENTIALS_LEAK,owasp_secrets,https://owasp.org/www-project-non-human-identities-top-10/2025/2-secret-leakage/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_hard_positive,"לתיעוד פנימי - הפגישה עם איתי פרץ נקבעה ל10/9/2026 במודיעין, ובמסמך צורף גם הטלפון 0589184283.",1,memo,pair_2_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_bank_payment_hard_negative,הדוח מציג סך תשלומים ללא פרטי חשבונות או לקוחות.,0,email,rw_svm_pair_realworld_bank_payment_08397,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_physical_security_hard_negative,המסמך מסביר באופן כללי מדיניות אבטחה פיזית בארגון.,0,report,rw_svm_pair_realworld_physical_security_07699,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_salary_positive,"שכרו של העובד יוסי חדד עודכן ל־14,500 ש״ח.",1,support_ticket,rw_svm_pair_realworld_salary_00868,real_world_pattern_variation,SALARY_COMPENSATION_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,diverse_negative,"נושא: סיכום
שם העובד קרן אמסלם מופיע במצגת הפנימית ללא פרטים נוספים.",0,email,div_neg_125,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: הועבר סיכום על ניר ביטון שעובד בנייס בפתח תקווה.,0,memo,pair_1_neg,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_negative_person_context,לתיעוד פנימי: הועבר סיכום על שלומי תורג'מן שעובד במנורה במודיעין.,0,memo,person_context_neg_155,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_ai_model_data_hard_negative,המסמך מתאר עקרונות כלליים להערכת מודלים ללא נתוני ביצוע פנימיים.,0,meeting_note,rw_svm_pair_realworld_ai_model_data_08518,real_world_pattern_hard_negative,,android_secrets,https://arxiv.org/abs/2510.18601,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,paired_hard_positive,"לתיעוד פנימי: המסמך מזכיר את רמב""ם ואת דוד כהן וכולל גם אבחנה של חרדה. תודה",1,memo,pair_6_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_metadata_positive,קובץ ה־PDF כולל metadata עם שם מחבר פנימי ונתיב קובץ.,1,email,rw_svm_pair_realworld_metadata_03211,real_world_pattern_variation,DOCUMENT_METADATA_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,realworld_trade_secret_positive,הקובץ מתאר know-how פנימי של צוות המחקר.,1,memo,rw_svm_pair_realworld_trade_secret_07078,real_world_pattern_variation,TRADE_SECRET_IP_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,diverse_negative,מתוך הדוח - שם העובד לימור סויסה מופיע במצגת הפנימית ללא פרטים נוספים.,0,report,div_neg_100,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,confidential_context_positive,הערת הנהלה: הנהלת הפיתוח בחנה את קובץ היישום של גרסה 4.2 ביום 7/5/2026 בקובץ פנימי חסוי שאסור להעביר לגורמים חיצוניים,1,memo,conf_ctx_pos_2,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_hard_positive,SR-700896 | הצוות דן בהשקת גרסה 4.2 ביום 14/2/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,ticket,pair_4_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_business_strategy_positive,המצגת כוללת ניתוח מתחרים פנימי ואסטרטגיית תגובה.,1,report,rw_svm_pair_realworld_business_strategy_03590,real_world_pattern_variation,BUSINESS_STRATEGY_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,diverse_negative,עדכון - בדשבורד הציבורי מופיע סטטוס כללי של פרויקט תוכנית רימון. תודה,0,chat,div_neg_134,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_mna_negotiation_positive,טיוטת עסקת הרכישה של החברה צורפה בטעות לקובץ.,1,memo,rw_svm_pair_realworld_mna_negotiation_05376,real_world_pattern_variation,MNA_NEGOTIATION_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_positive_internal_doc,לתיעוד פנימי: הצוות דן בהשקת מנוע גפן ביום 25/1/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,memo,internal_doc_pos_141,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_algorithm_positive,המסמך מפרט את האלגוריתם הפנימי לחישוב דירוג לקוחות.,1,support_ticket,rw_svm_pair_realworld_algorithm_08617,real_world_pattern_variation,ALGORITHM_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_prompt_leak_extra_hard_negative,המצגת מציגה עקרונות כלליים לכתיבת prompts.,0,meeting_note,rw_svm_extra_neg_realworld_prompt_leak_00852,real_world_pattern_extra_hard_negative,,github_secrets,https://docs.github.com/en/code-security/concepts/secret-security/secret-leakage-risks,Extra hard negative for class balancing; topic words present but no exposed sensitive data.
hard,LEAK,paired_hard_positive,מתוך הדוח: בדוח הלקוח מופיע איש קשר בשם יואב לוי יחד עם כתובת המייל yoav.levi@outlook.com.,1,report,pair_3_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_pricing_positive,הקובץ כולל את מחיר ההנחה שניתן ללקוח המרכזי.,1,email,rw_svm_pair_realworld_pricing_04253,real_world_pattern_variation,PRICING_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,realworld_ai_model_data_positive,הקובץ חושף את endpoint הפנימי של מודל הסיווג.,1,report,rw_svm_pair_realworld_ai_model_data_05683,real_world_pattern_variation,AI_MODEL_DATA_LEAK,android_secrets,https://arxiv.org/abs/2510.18601,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_security_incident_hard_negative,הדוח מסביר באופן כללי איך מטפלים באירועי אבטחה.,0,report,rw_svm_pair_realworld_security_incident_03371,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_algorithm_positive,המסמך מפרט את האלגוריתם הפנימי לחישוב דירוג לקוחות.,1,report,rw_svm_pair_realworld_algorithm_08127,real_world_pattern_variation,ALGORITHM_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_education_hard_negative,הדוח מציג ממוצעים כלליים של קורס ללא שמות סטודנטים.,0,report,rw_svm_pair_realworld_education_05350,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,realworld_unpatched_bug_positive,מסמך הבדיקות חושף ממצא אבטחה פתוח במערכת הייצור.,1,email,rw_svm_pair_realworld_unpatched_bug_01445,real_world_pattern_variation,VULNERABILITY_BUG_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: הועבר סיכום על אורן אברהם שעובד בגוגל ישראל בבאר שבע,0,memo,pair_1_neg,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,diverse_negative,"נושא: סיכום
במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,email,div_neg_27,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,focused_payroll_negative,"נושא: סיכום
בטבלת שיווק הוצגו שמות העובדים יחד עם תחומי אחריות בלבד.",0,email,payroll_ctx_neg_51,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_mna_negotiation_hard_negative,המסמך מסביר באופן כללי מהו תהליך מיזוג ורכישה.,0,memo,rw_svm_pair_realworld_mna_negotiation_01841,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,NON_LEAK,diverse_negative,REQ-638784 | לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.,0,ticket,div_neg_4,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,"סיכום פגישה: פרטי הקשר של רונית פרץ: מייל ronit.peretz@example.co.il, טלפון 0569969816.",1,meeting_note,div_pos_21,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_positive_internal_doc,לתיעוד פנימי: הצוות דן בהשקת מוצר אופק ביום 1/1/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,memo,internal_doc_pos_170,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_source_code_hard_negative,המסמך מסביר באופן כללי מהו קוד מקור.,0,technical_note,rw_svm_pair_realworld_source_code_06201,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_negative_hr_salary,עדכון: המסמך עוסק בנתוני כוח אדם ברמה כללית.,0,chat,hr_salary_neg_39,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,INC-801571 | הסיסמה הזמנית לחשבון של רוני ברק היא Welcome2026! ויש להחליף אותה מיד.,1,ticket,div_pos_11,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,diverse_positive,SR-635134 | במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות. תודה,1,ticket,div_pos_31,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_hard_positive,לתיעוד פנימי - הצוות דן בהשקת פרויקט נוגה ביום 2/1/2026 במסמך מסווג פנימי שלא נועד להפצה. תודה,1,memo,pair_4_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_hard_positive,"HR-242063 | הועבר סיכום על טל אוחנה שעובד בשטראוס באשדוד, כולל מספר הזהות 056300394.",1,ticket,pair_1_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_ai_model_data_positive,הקובץ חושף את endpoint הפנימי של מודל הסיווג.,1,meeting_note,rw_svm_pair_realworld_ai_model_data_00818,real_world_pattern_variation,AI_MODEL_DATA_LEAK,android_secrets,https://arxiv.org/abs/2510.18601,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,diverse_positive,"REQ-244047 | הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,ticket,div_pos_241,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_pricing_positive,הנספח חושף שולי רווח לפי חבילת מוצר.,1,support_ticket,rw_svm_pair_realworld_pricing_06353,real_world_pattern_variation,PRICING_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,diverse_positive,סיכום פגישה: בדוח משאבי האנוש מופיעים נתוני השכר של ניר ביטון עבור חודש מרץ,1,meeting_note,div_pos_9,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_negative_person_context,לתיעוד פנימי - הועבר סיכום על שירה אברהם שעובד באלביט בירושלים.,0,memo,person_context_neg_120,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_negative_hr_salary,סיכום פגישה: המסמך עוסק בנתוני כוח אדם ברמה כללית. תודה,0,meeting_note,hr_salary_neg_105,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_hr_hard_negative,המסמך מסביר באופן כללי כיצד מבצעים הערכת עובדים.,0,email,rw_svm_pair_realworld_hr_06852,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_negative_email_context,מתוך הדוח: בדוח מופיע איש קשר בשם עמית אלקיים.,0,report,email_context_neg_46,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_negative_medical,עדכון: המסמך מזכיר את שיבא ואת ניר ביטון.,0,chat,medical_neg_167,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_ai_model_data_hard_negative,המצגת מסבירה באופן כללי מהו מודל סיווג.,0,policy,rw_svm_pair_realworld_ai_model_data_02253,real_world_pattern_hard_negative,,android_secrets,https://arxiv.org/abs/2510.18601,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_hard_negative,"לתיעוד פנימי: המסמך מזכיר את רמב""ם ואת שירה אברהם בהקשר אדמיניסטרטיבי.",0,memo,pair_6_neg,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_positive_confidentiality,מתוך הדוח: הקובץ נשמר במערכת הפנימית והוא מסווג לשימוש פנימי בלבד ואינו נועד להפצה.,1,report,confidentiality_pos_116,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_negative_hr_salary,לתיעוד פנימי: המסמך עוסק בנתוני כוח אדם ברמה כללית.,0,memo,hr_salary_neg_107,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_internal_document_positive,קובץ הייצוא כלל עמודות שהיו מיועדות לשימוש פנימי בלבד.,1,memo,rw_svm_pair_realworld_internal_document_03175,real_world_pattern_variation,INTERNAL_DOCUMENT_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,realworld_customer_list_positive,קובץ הייצוא כולל שמות לקוחות וסטטוס התקשרות.,1,policy,rw_svm_pair_realworld_customer_list_02115,real_world_pattern_variation,CUSTOMER_SUPPLIER_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_security_incident_hard_negative,הדוח מסביר באופן כללי איך מטפלים באירועי אבטחה.,0,email,rw_svm_pair_realworld_security_incident_03791,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,diverse_positive,לתיעוד פנימי: לצורך זיהוי מול הספק הועבר מספר הזהות של קרן אמסלם: 601511520.,1,memo,div_pos_50,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,focused_payroll_positive,"לתיעוד פנימי: בדוח של פיתוח הופיעו שמות העובדים לצד נתוני שכר, בונוסים והערות אישיות.",1,memo,payroll_ctx_pos_75,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,diverse_negative,"סיכום פגישה: בדוח מופיע רק שם החברה נייס ותאריך יעד 22/11/2026, ללא מידע אישי.",0,meeting_note,div_neg_52,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_product_roadmap_hard_negative,המסמך מתאר עקרונות כלליים לתכנון גרסאות מוצר.,0,support_ticket,rw_svm_pair_realworld_product_roadmap_00534,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_internal_infra_positive,קובץ הייצוא כולל כתובת IP פנימית של שרת הייצור.,1,email,rw_svm_pair_realworld_internal_infra_02524,real_world_pattern_variation,INTERNAL_INFRASTRUCTURE_LEAK,issueguard,https://arxiv.org/abs/2602.08072,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,LEAK,realworld_bank_payment_positive,טופס ההחזר כולל פרטי חשבון בנק של לקוח.,1,policy,rw_svm_pair_realworld_bank_payment_05632,real_world_pattern_variation,BANK_PAYMENT_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_internal_document_hard_negative,המסמך מתאר באופן כללי את תהליך אישור התוכן לפני פרסום.,0,technical_note,rw_svm_pair_realworld_internal_document_00970,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,realworld_personal_finance_positive,נספח הגבייה מציג מצב תשלומים של לקוח מזוהה.,1,report,rw_svm_pair_realworld_personal_finance_07521,real_world_pattern_variation,PERSONAL_FINANCIAL_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_personal_finance_hard_negative,המסמך מסביר באופן כללי מהם תנאי הלוואה.,0,memo,rw_svm_pair_realworld_personal_finance_05036,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_crypto_key_positive,נספח ההגדרות כולל SSH key ששימש את צוות הפיתוח.,1,memo,rw_svm_pair_realworld_crypto_key_03117,real_world_pattern_variation,CRYPTO_KEY_LEAK,owasp_secrets,https://owasp.org/www-project-non-human-identities-top-10/2025/2-secret-leakage/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,diverse_positive,סיכום פגישה: לצורך זיהוי מול הספק הועבר מספר הזהות של איתי פרץ: 917408524.,1,meeting_note,div_pos_41,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_internal_document_positive,המסמך הציבורי כלל בטעות הערות פנימיות של צוות המוצר.,1,support_ticket,rw_svm_pair_realworld_internal_document_04260,real_world_pattern_variation,INTERNAL_DOCUMENT_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_hard_positive,"INC-182594 | הועבר סיכום על עדי שלום שעובד בבנק לאומי בנתניה, כולל מספר הזהות 034287149",1,ticket,pair_1_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_medical_hard_negative,המסמך מסביר באופן כללי מדיניות היעדרות רפואית בארגון.,0,chat,rw_svm_pair_realworld_medical_08464,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,focused_payroll_negative,סיכום פגישה: במצגת הופיעו שמות העובדים לצד תפקידי הצוות וחלוקת משימות.,0,meeting_note,payroll_ctx_neg_42,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,לתיעוד פנימי: שם המשתמש והסיסמה נשמרו במסמך משותף.,1,memo,div_pos_82,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_physical_security_positive,הנספח כולל מפת כניסות של המשרד ואזורי גישה מוגבלים.,1,memo,rw_svm_pair_realworld_physical_security_00034,real_world_pattern_variation,PHYSICAL_SECURITY_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,diverse_negative,"סיכום פגישה: במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות. תודה",0,meeting_note,div_neg_216,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,diverse_positive,"סיכום פגישה: הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,meeting_note,div_pos_153,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,diverse_positive,סיכום פגישה - אין להפיץ את קובץ השכר של אבטחת מידע.,1,meeting_note,div_pos_71,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_business_strategy_positive,הנספח מתאר תוכנית התרחבות חסויה של החברה.,1,email,rw_svm_pair_realworld_business_strategy_02680,real_world_pattern_variation,BUSINESS_STRATEGY_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,paired_negative_meeting_phone,INC-169562 | הפגישה עם מאיה ביטון נקבעה ל19/4/2026 בראשון לציון.,0,ticket,meeting_phone_neg_111,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
