difficulty,label_name,category,text,label,style,group_id
hard,LEAK,confidential_context_positive,סיכום פגישה: הנהלת הפיתוח בחנה את קובץ היישום של גרסה 42 ביום 9/10/2026 בחומר מסווג המיועד לשימוש פנימי בלבד תודה,1,meeting_note,conf_ctx_pos_20
hard,LEAK,confidential_context_positive,בדוח נכתב כי: נבדקה תוכנית המעבר של פרויקט נוגה ביום 19/12/2026 במסמך חסוי לשימוש פנימי בלבד,1,report,conf_ctx_pos_46
hard,NON_LEAK,diverse_negative,"לתיעוד פנימי: היעד הכספי לרבעון הוא 30,634 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,memo,div_neg_194
medium,NON_LEAK,diverse_negative,לתיעוד פנימי: לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.,0,memo,div_neg_178
medium,NON_LEAK,diverse_negative,"סיכום פגישה: בדוח מופיע רק שם החברה סלקום ותאריך יעד 9/5/2026, ללא מידע אישי.",0,meeting_note,div_neg_24
medium,LEAK,diverse_positive,"נושא: בקשה
הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,email,div_pos_8
medium,LEAK,diverse_positive,FIN-221600 | במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.,1,ticket,div_pos_93
medium,NON_LEAK,diverse_negative,"לתיעוד פנימי: היעד הכספי לרבעון הוא 4,638 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,memo,div_neg_54
hard,LEAK,diverse_positive,לתיעוד פנימי: הסיסמה הזמנית לחשבון של אורן אברהם היא Welcome2026! ויש להחליף אותה מיד.,1,memo,div_pos_183
medium,NON_LEAK,diverse_negative,HR-641034 | המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,ticket,div_neg_95
hard,LEAK,diverse_positive,"נושא: מעקב
נא לשמור על סודיות: תוכנית ההשקה של מוצר הדס וקוד השם מבצע שקמה מצורפים. תודה",1,email,div_pos_29
hard,NON_LEAK,paired_negative_email_context,לתיעוד פנימי: בדוח מופיע איש קשר בשם קרן אמסלם.,0,memo,email_context_neg_158
hard,NON_LEAK,paired_negative_internal_doc,מתוך הדוח: הצוות דן בהשקת שירות אביב ביום 24/1/2026.,0,report,internal_doc_neg_180
medium,LEAK,diverse_positive,סיכום פגישה: הסיסמה הזמנית לחשבון של עדי שלום היא Welcome2026! ויש להחליף אותה מיד.,1,meeting_note,div_pos_20
hard,LEAK,diverse_positive,לתיעוד פנימי: נא לשמור על סודיות: תוכנית ההשקה של פרויקט נוגה וקוד השם מבצע שקמה מצורפים.,1,memo,div_pos_27
hard,NON_LEAK,paired_negative_medical,מתוך הדוח: המסמך מזכיר את סורוקה ואת אביטל שחר.,0,report,medical_neg_146
hard,LEAK,focused_payroll_positive,"עדכון: המסמך כולל רשימת עובדים, טווחי שכר, הערות מנהלים וסכומי בונוס. תודה",1,chat,payroll_ctx_pos_51
hard,NON_LEAK,paired_negative_person_context,HR-545769 | הועבר סיכום על שירה אברהם שעובד בגוגל ישראל בפתח תקווה.,0,ticket,person_context_neg_15
hard,NON_LEAK,paired_negative_email_context,REQ-691382 | בדוח מופיע איש קשר בשם דוד כהן.,0,ticket,email_context_neg_101
hard,LEAK,confidential_context_positive,תזכורת: הוצגה תוכנית העבודה עבור שירות אביב ביום 25/1/2026 בקובץ סודי המיועד לעיני הנהלה בלבד. חל איסור להפיץ את הקובץ,1,chat,conf_ctx_pos_64
hard,NON_LEAK,diverse_negative,INC-155208 | מספר הקריאה הוא REQ-878443 ויש לעקוב אחריו מול מכירות,0,ticket,div_neg_48
hard,LEAK,paired_positive_hr_salary,"נושא: עדכון
המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,email,hr_salary_pos_143
hard,LEAK,diverse_positive,"מתוך הדוח: פרטי הקשר של שלומי תורג'מן: מייל shlomi.turgeman@org.co.il, טלפון 0594698458.",1,report,div_pos_162
hard,NON_LEAK,focused_payroll_negative,מתוך הדוח: הקובץ הפנימי מכיל רשימת עובדים ותפקידים בלבד.,0,report,payroll_ctx_neg_4
hard,LEAK,paired_positive_person_context,"מתוך הדוח: הועבר סיכום על רוני ברק שעובד בשופרסל בראשון לציון, כולל מספר הטלפון 0585625084.",1,report,person_context_pos_112
hard,NON_LEAK,paired_negative_hr_salary,בדיקה - המסמך עוסק בנתוני כוח אדם ברמה כללית.,0,chat,hr_salary_neg_78
hard,LEAK,paired_positive_medical,"נושא: מעקב
המסמך מזכיר את סורוקה ואת רונית פרץ וכולל גם אבחנה של לחץ דם גבוה.",1,email,medical_pos_52
medium,LEAK,diverse_positive,סיכום פגישה: הסיסמה הזמנית לחשבון של דוד כהן היא Welcome2026! ויש להחליף אותה מיד. תודה,1,meeting_note,div_pos_29
hard,NON_LEAK,paired_hard_negative,עדכון - בדוח הלקוח מופיע איש קשר בשם דנה דנינו,0,chat,pair_3_neg
hard,LEAK,confidential_context_positive,סיכום ישיבה: נבדקה תוכנית המעבר של פרויקט רימון ביום 10/1/2026 בנספח פנימי חסוי שאינו מיועד להפצה. נא לא להעביר הלאה,1,meeting_note,conf_ctx_pos_71
hard,LEAK,paired_positive_person_context,"מתוך הדוח: הועבר סיכום על קרן אמסלם שעובד בגוגל ישראל בחולון, כולל מספר הטלפון 0543370096.",1,report,person_context_pos_92
hard,NON_LEAK,diverse_negative,מתוך הדוח: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,report,div_neg_105
hard,NON_LEAK,diverse_negative,מתוך הדוח: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום. תודה,0,report,div_neg_219
hard,LEAK,confidential_context_positive,סיכום פגישה: נבדקו השלכות ההשקה של מוצר הדס ביום 2/12/2026 במסמך רגיש המוגבל להפצה בתוך הארגון בלבד. נא לא להעביר הלאה,1,meeting_note,conf_ctx_pos_31
hard,NON_LEAK,paired_hard_negative,סיכום פגישה: בדוח הלקוח מופיע איש קשר בשם רון חדד.,0,meeting_note,pair_3_neg
hard,NON_LEAK,paired_negative_internal_doc,עדכון: הצוות דן בהשקת פלטפורמת ארז ביום 26/10/2026.,0,chat,internal_doc_neg_185
hard,NON_LEAK,paired_hard_negative,"נושא: עדכון
הועבר סיכום על אלון מלכה שעובד במיקרוסופט בתל אביב",0,email,pair_1_neg
hard,NON_LEAK,paired_hard_negative,"לתיעוד פנימי - המסמך מזכיר את רמב""ם ואת שרון סעדה בהקשר אדמיניסטרטיבי",0,memo,pair_6_neg
hard,NON_LEAK,diverse_negative,"נושא: סיכום
הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,email,div_neg_3
hard,LEAK,diverse_positive,"נושא: עדכון
שם המשתמש והסיסמה נשמרו במסמך משותף.",1,email,div_pos_40
hard,NON_LEAK,paired_negative_email_context,לתיעוד פנימי: בדוח מופיע איש קשר בשם דוד כהן.,0,memo,email_context_neg_32
hard,NON_LEAK,paired_negative_internal_doc,שולח: הצוות דן בהשקת מודול ברק ביום 7/4/2026.,0,chat,internal_doc_neg_81
medium,LEAK,diverse_positive,"נושא - בקשה
בדוח שהגיע מסורוקה מופיעים פרטי טיפול של עמית אלקיים תודה",1,email,div_pos_38
medium,NON_LEAK,diverse_negative,REQ-193090 | לא הועברו פרטים אישיים במהלך השיחה.,0,ticket,div_neg_163
hard,NON_LEAK,paired_hard_negative,"נושא: טיפול
הפגישה עם שירה אברהם נקבעה ל26/6/2026 בבאר שבע.",0,email,pair_2_neg
hard,LEAK,focused_payroll_positive,"סיכום פגישה: המסמך כולל רשימת עובדים, טווחי שכר, הערות מנהלים וסכומי בונוס. תודה",1,meeting_note,payroll_ctx_pos_9
hard,LEAK,paired_positive_hr_salary,"נושא: מעקב
המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים. תודה",1,email,hr_salary_pos_68
medium,LEAK,diverse_positive,שולח: אין להפיץ את קובץ השכר של שיווק.,1,chat,div_pos_62
hard,LEAK,paired_hard_positive,"סיכום פגישה: המסמך מזכיר את רמב""ם ואת רון חדד וכולל גם אבחנה של לחץ דם גבוה",1,meeting_note,pair_6_pos
hard,NON_LEAK,paired_hard_negative,שולח - במצגת הופיעו שמות העובדים לצורך חלוקת משימות.,0,chat,pair_7_neg
hard,NON_LEAK,diverse_negative,"תזכורת: הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,chat,div_neg_1
hard,NON_LEAK,diverse_negative,"סיכום פגישה - בדוח מופיע רק שם החברה בנק לאומי ותאריך יעד 17/8/2026, ללא מידע אישי.",0,meeting_note,div_neg_28
hard,NON_LEAK,paired_hard_negative,מתוך הדוח: בדוח הלקוח מופיע איש קשר בשם הילה חדד תודה,0,report,pair_3_neg
medium,NON_LEAK,diverse_negative,סיכום פגישה: שם העובד ליאור מלכה מופיע במצגת הפנימית ללא פרטים נוספים.,0,meeting_note,div_neg_106
hard,LEAK,focused_payroll_positive,"עדכון: המסמך כולל רשימת עובדים, טווחי שכר, הערות מנהלים וסכומי בונוס.",1,chat,payroll_ctx_pos_35
hard,NON_LEAK,paired_hard_negative,סיכום פגישה: הועבר סיכום על הילה חדד שעובד בבנק לאומי בנתניה,0,meeting_note,pair_1_neg
medium,LEAK,diverse_positive,לתיעוד פנימי: נא לשמור על סודיות: תוכנית ההשקה של מסלול תמר וקוד השם פרויקט ברוש מצורפים.,1,memo,div_pos_175
medium,LEAK,diverse_positive,לתיעוד פנימי: בדוח שהגיע משיבא מופיעים פרטי טיפול של משה אוחנה והאבחנה חרדה.,1,memo,div_pos_4
medium,LEAK,diverse_positive,"לתיעוד פנימי: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,memo,div_pos_30
hard,LEAK,paired_hard_positive,בדיקה - הצוות דן בהשקת שירות אביב ביום 28/5/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,chat,pair_4_pos
hard,NON_LEAK,diverse_negative,לתיעוד פנימי - בדשבורד הציבורי מופיע סטטוס כללי של פרויקט מבצע שקמה.,0,memo,div_neg_132
medium,NON_LEAK,diverse_negative,"תזכורת: במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,chat,div_neg_102
hard,LEAK,diverse_positive,"נושא: סיכום
בנספח מופיעים פרטי החשבון של יעל לוי: בנק לאומי, חשבון 0686486360.",1,email,div_pos_164
hard,NON_LEAK,paired_negative_meeting_phone,לתיעוד פנימי: הפגישה עם קרן אמסלם נקבעה ל28/5/2026 בבאר שבע.,0,memo,meeting_phone_neg_145
hard,LEAK,diverse_positive,"נושא: מעקב
במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.",1,email,div_pos_192
medium,NON_LEAK,diverse_negative,תזכורת - לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.,0,chat,div_neg_184
hard,LEAK,paired_positive_bank_account,תזכורת: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 6719471439 של הילה חדד.,1,chat,bank_account_pos_131
medium,LEAK,diverse_positive,"סיכום פגישה: בנספח מופיעים פרטי החשבון של לימור סויסה: בנק הפועלים, חשבון 1555249113.",1,meeting_note,div_pos_64
hard,NON_LEAK,diverse_negative,מתוך הדוח: המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,report,div_neg_234
medium,LEAK,diverse_positive,"לתיעוד פנימי - בנספח מופיעים פרטי החשבון של דנה דנינו - בנק הפועלים, חשבון 8763189800",1,memo,div_pos_56
hard,LEAK,paired_positive_bank_account,סיכום פגישה: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 1529821739 של מאיה ביטון.,1,meeting_note,bank_account_pos_72
medium,LEAK,diverse_positive,מתוך הדוח: שם המשתמש והסיסמה נשמרו במסמך משותף.,1,report,div_pos_228
hard,NON_LEAK,paired_negative_medical,סיכום פגישה: המסמך מזכיר את איכילוב ואת לימור סויסה.,0,meeting_note,medical_neg_195
hard,LEAK,focused_payroll_positive,"בדיקה: במצגת הנהלה צורפו שמות העובדים, שכר בסיס ובונוסים.",1,chat,payroll_ctx_pos_68
hard,LEAK,focused_payroll_positive,"מתוך הדוח: הקובץ הפנימי מכיל רשימת עובדים, שכר חודשי, בונוסים ותאריכי קידום.",1,report,payroll_ctx_pos_24
hard,LEAK,diverse_positive,"HR-086815 | הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור",1,ticket,div_pos_51
medium,NON_LEAK,diverse_negative,"מתוך הדוח: במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,report,div_neg_229
hard,NON_LEAK,diverse_negative,"SR-101232 | הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,ticket,div_neg_198
hard,LEAK,diverse_positive,לתיעוד פנימי: נא לשמור על סודיות: תוכנית ההשקה של מוצר אופק וקוד השם פרויקט ברוש מצורפים,1,memo,div_pos_33
medium,NON_LEAK,diverse_negative,סיכום פגישה: המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,meeting_note,div_neg_151
medium,LEAK,diverse_positive,"עדכון: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,chat,div_pos_60
medium,NON_LEAK,diverse_negative,"לתיעוד פנימי - היעד הכספי לרבעון הוא 8,174 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,memo,div_neg_0
hard,LEAK,confidential_context_positive,לפי הדוח: נבחנו תוצרי ההיערכות של גרסה 42 ליום 6/12/2026 בחומר מסווג המיועד לשימוש פנימי בלבד. אין לשתף את המסמך מחוץ לארגון,1,report,conf_ctx_pos_47
hard,NON_LEAK,paired_hard_negative,בדיקה: הצוות דן בהשקת מערכת קשת ביום 13/9/2026 תודה,0,chat,pair_4_neg
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי - הועבר סיכום על משה אוחנה שעובד בצ'ק פוינט בירושלים. תודה,0,memo,pair_1_neg
medium,LEAK,diverse_positive,שולח: בדוח שהגיע משיבא מופיעים פרטי טיפול של אורן אברהם והאבחנה דלקת ריאות.,1,chat,div_pos_231
medium,LEAK,diverse_positive,REQ-578291 | הסיסמה הזמנית לחשבון של אילן שבתאי היא Welcome2026! ויש להחליף אותה מיד.,1,ticket,div_pos_133
medium,LEAK,diverse_positive,"נושא: מעקב
בדוח שהגיע מקפלן מופיעים פרטי טיפול של יעל לוי והאבחנה סוכרת.",1,email,div_pos_9
hard,LEAK,paired_positive_meeting_phone,"לתיעוד פנימי: הפגישה עם עדי שלום נקבעה ל16/8/2026 בתל אביב, ובמסמך צורף גם הטלפון 0528058777.",1,memo,meeting_phone_pos_103
hard,LEAK,diverse_positive,מתוך הדוח: בדוח שהגיע מקפלן מופיעים פרטי טיפול של אסף דיין והאבחנה אלרגיה חריפה. תודה,1,report,div_pos_82
hard,NON_LEAK,paired_hard_negative,מתוך הדוח - הצוות דן בהשקת מוצר הדס ביום 8/3/2026.,0,report,pair_4_neg
hard,LEAK,paired_hard_positive,מתוך הדוח: המסמך מזכיר את איכילוב ואת ניר ביטון וכולל גם אבחנה של אסתמה תודה,1,report,pair_6_pos
medium,LEAK,diverse_positive,סיכום פגישה: נא לשמור על סודיות: תוכנית ההשקה של פלטפורמת ארז וקוד השם מסלול אשל מצורפים.,1,meeting_note,div_pos_186
hard,LEAK,diverse_positive,"שולח: בנספח מופיעים פרטי החשבון של יואב לוי: בנק לאומי, חשבון 3020746374.",1,chat,div_pos_22
hard,LEAK,focused_payroll_positive,"שולח: המסמך כולל פירוט שכר, בונוסים ושמות העובדים במחלקת שירות לקוחות. תודה",1,chat,payroll_ctx_pos_65
medium,LEAK,diverse_positive,עדכון: בדוח שהגיע מאיכילוב מופיעים פרטי טיפול של אילן שבתאי והאבחנה חרדה. תודה,1,chat,div_pos_85
hard,NON_LEAK,diverse_negative,"נושא - מעקב
שם העובד איתי פרץ מופיע במצגת הפנימית ללא פרטים נוספים.",0,email,div_neg_59
hard,LEAK,diverse_positive,INC-787947 | נא לשמור על סודיות: תוכנית ההשקה של פרויקט נוגה וקוד השם פרויקט ברוש מצורפים.,1,ticket,div_pos_177
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: הועבר סיכום על שרון סעדה שעובד בAmdocs באשדוד.,0,memo,pair_1_neg
hard,LEAK,paired_hard_positive,"נושא: מעקב
הועבר סיכום על איתי פרץ שעובד בAmdocs ברעננה, כולל מספר הזהות 374833159.",1,email,pair_1_pos
hard,NON_LEAK,diverse_negative,"נושא: בקשה
המסמך אינו כולל מידע אישי.",0,email,div_neg_142
hard,LEAK,paired_hard_positive,מתוך הדוח - יש לעדכן את טבלת ההזמנות עם חשבון הבנק 3615176108 של קרן אמסלם. תודה,1,report,pair_5_pos
medium,NON_LEAK,diverse_negative,סיכום פגישה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,meeting_note,div_neg_216
medium,LEAK,diverse_positive,לתיעוד פנימי: הסיסמה הזמנית לחשבון של רונית פרץ היא Welcome2026! ויש להחליף אותה מיד.,1,memo,div_pos_175
hard,NON_LEAK,paired_negative_email_context,לתיעוד פנימי: בדוח מופיע איש קשר בשם ליאור מלכה.,0,memo,email_context_neg_75
hard,NON_LEAK,paired_negative_meeting_phone,SEC-041458 | הפגישה עם הילה חדד נקבעה ל11/6/2026 במודיעין.,0,ticket,meeting_phone_neg_126
hard,LEAK,paired_positive_bank_account,מתוך הדוח: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 4011939325 של שלומי תורג'מן. תודה,1,report,bank_account_pos_134
hard,LEAK,paired_positive_bank_account,לתיעוד פנימי: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 8802570162 של קרן אמסלם. תודה,1,memo,bank_account_pos_70
medium,NON_LEAK,diverse_negative,לתיעוד פנימי: שם העובד הילה חדד מופיע במצגת הפנימית ללא פרטים נוספים.,0,memo,div_neg_169
hard,NON_LEAK,paired_negative_email_context,לתיעוד פנימי: בדוח מופיע איש קשר בשם דנה דנינו. תודה,0,memo,email_context_neg_178
hard,LEAK,diverse_positive,לתיעוד פנימי: אין להפיץ את קובץ השכר של תפעול.,1,memo,div_pos_192
hard,LEAK,paired_positive_internal_doc,FIN-040146 | הצוות דן בהשקת מוצר הדס ביום 4/1/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,ticket,internal_doc_pos_179
hard,LEAK,diverse_positive,SEC-482202 | שם המשתמש והסיסמה נשמרו במסמך משותף.,1,ticket,div_pos_146
hard,LEAK,paired_hard_positive,"נושא: מעקב
יש לעדכן את טבלת ההזמנות עם חשבון הבנק 0944482202 של משה אוחנה.",1,email,pair_5_pos
hard,NON_LEAK,diverse_negative,"שולח: בדוח מופיע רק שם החברה ישראכרט ותאריך יעד 22/8/2026, ללא מידע אישי. תודה",0,chat,div_neg_133
hard,LEAK,diverse_positive,"לתיעוד פנימי: בנספח מופיעים פרטי החשבון של מאיה ביטון: בנק הפועלים, חשבון 0967417617.",1,memo,div_pos_3
hard,NON_LEAK,paired_hard_negative,שולח - הועבר סיכום על נועה מזרחי שעובד בשופרסל בירושלים.,0,chat,pair_1_neg
hard,NON_LEAK,diverse_negative,מתוך הדוח: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,report,div_neg_72
hard,LEAK,paired_hard_positive,HR-184937 | יש לעדכן את טבלת ההזמנות עם חשבון הבנק 1067538400 של מאיה ביטון.,1,ticket,pair_5_pos
hard,NON_LEAK,diverse_negative,"נושא: עדכון
המערכת החדשה תושק ב19/10/2026 לפי הודעה רשמית שפורסמה לכלל העובדים.",0,email,div_neg_8
hard,NON_LEAK,diverse_negative,סיכום פגישה: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט תיקון אופק.,0,meeting_note,div_neg_27
hard,LEAK,diverse_positive,לתיעוד פנימי: במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.,1,memo,div_pos_59
medium,NON_LEAK,diverse_negative,SEC-890627 | המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,ticket,div_neg_197
hard,NON_LEAK,diverse_negative,"תזכורת: הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,chat,div_neg_111
medium,LEAK,diverse_positive,"נושא: עדכון
בדוח משאבי האנוש מופיעים נתוני השכר של יעל לוי עבור חודש מרץ תודה",1,email,div_pos_1
hard,NON_LEAK,paired_negative_email_context,מתוך הדוח: בדוח מופיע איש קשר בשם אורן אברהם.,0,report,email_context_neg_70
hard,LEAK,paired_positive_medical,FIN-194874 | המסמך מזכיר את סורוקה ואת מיכל כהן וכולל גם אבחנה של דלקת ריאות.,1,ticket,medical_pos_92
hard,LEAK,diverse_positive,SR-207092 | במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.,1,ticket,div_pos_172
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: הפגישה עם איתי פרץ נקבעה ל18/1/2026 במודיעין.,0,memo,pair_2_neg
medium,LEAK,diverse_positive,מתוך הדוח: לצורך זיהוי מול הספק הועבר מספר הזהות של מאיה ביטון: 532327337.,1,report,div_pos_58
medium,LEAK,diverse_positive,"נושא - סיכום
בדוח שהגיע מרמב""ם מופיעים פרטי טיפול של אילן שבתאי והאבחנה לחץ דם גבוה.",1,email,div_pos_7
hard,NON_LEAK,diverse_negative,"SEC-224070 | בדוח מופיע רק שם החברה רפאל ותאריך יעד 14/5/2026, ללא מידע אישי.",0,ticket,div_neg_3
hard,NON_LEAK,paired_hard_negative,מתוך הדוח: הצוות דן בהשקת מודול ברק ביום 9/9/2026.,0,report,pair_4_neg
hard,NON_LEAK,paired_negative_hr_salary,מתוך הדוח: המסמך עוסק בנתוני כוח אדם ברמה כללית.,0,report,hr_salary_neg_105
hard,NON_LEAK,paired_negative_meeting_phone,סיכום פגישה: הפגישה עם יואב לוי נקבעה ל24/1/2026 בחיפה.,0,meeting_note,meeting_phone_neg_97
medium,LEAK,diverse_positive,לתיעוד פנימי: המסמך כולל נתוני שכר של עדי שלום עבור חודש מרץ.,1,memo,div_pos_104
hard,NON_LEAK,paired_hard_negative,SR-981919 | הפגישה עם יואב לוי נקבעה ל2/3/2026 בירושלים תודה,0,ticket,pair_2_neg
hard,LEAK,paired_positive_bank_account,סיכום פגישה: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 0385044860 של משה אוחנה.,1,meeting_note,bank_account_pos_82
hard,LEAK,paired_positive_medical,מתוך הדוח: המסמך מזכיר את שיבא ואת שרון סעדה וכולל גם אבחנה של אלרגיה חריפה. תודה,1,report,medical_pos_15
medium,NON_LEAK,diverse_negative,מתוך הדוח: הפגישה עם מנהל פיתוח תתקיים ביום ראשון בראשון לציון. תודה,0,report,div_neg_46
hard,NON_LEAK,paired_negative_bank_account,לתיעוד פנימי: יש לעדכן את טבלת ההזמנות עבור הילה חדד.,0,memo,bank_account_neg_38
medium,NON_LEAK,diverse_negative,סיכום פגישה: המערכת החדשה תושק ב17/6/2026 לפי הודעה רשמית שפורסמה לכלל העובדים.,0,meeting_note,div_neg_218
medium,NON_LEAK,diverse_negative,סיכום פגישה - מספר הקריאה הוא REQ-350584 ויש לעקוב אחריו מול רכש.,0,meeting_note,div_neg_24
hard,NON_LEAK,paired_negative_email_context,מתוך הדוח: בדוח מופיע איש קשר בשם עמית אלקיים.,0,report,email_context_neg_46
medium,LEAK,diverse_positive,FIN-737814 | הסיסמה הזמנית לחשבון של ליאור מלכה היא Welcome2026! ויש להחליף אותה מיד.,1,ticket,div_pos_50
hard,NON_LEAK,focused_payroll_negative,"נושא: טיפול
בנספח מופיעים שמות העובדים לפי מחלקה ללא נתוני שכר או בונוסים.",0,email,payroll_ctx_neg_68
medium,LEAK,diverse_positive,"נושא: מעקב
אין להפיץ את קובץ השכר של כספים.",1,email,div_pos_223
medium,LEAK,diverse_positive,"נושא: בקשה
הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,email,div_pos_47
hard,NON_LEAK,paired_negative_medical,עדכון - המסמך מזכיר את אסותא ואת הילה חדד.,0,chat,medical_neg_194
hard,LEAK,paired_hard_positive,לתיעוד פנימי: המסמך מזכיר את סורוקה ואת נועה מזרחי וכולל גם אבחנה של פציעת גב.,1,memo,pair_6_pos
medium,NON_LEAK,diverse_negative,סיכום פגישה: מספר הקריאה הוא FIN-197553 ויש לעקוב אחריו מול שירות לקוחות.,0,meeting_note,div_neg_52
hard,LEAK,confidential_context_positive,לטיפול: נסקר סטטוס ההטמעה של מיזם תמר ביום 4/12/2026 בקובץ פנימי חסוי שאסור להעביר לגורמים חיצוניים. חל איסור להפיץ את הקובץ,1,chat,conf_ctx_pos_79
hard,NON_LEAK,paired_negative_confidentiality,"נושא: עדכון
הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.",0,email,confidentiality_neg_1
hard,LEAK,paired_positive_hr_salary,"INC-328222 | המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,ticket,hr_salary_pos_109
medium,NON_LEAK,diverse_negative,"סיכום פגישה: בדוח מופיע רק שם החברה רפאל ותאריך יעד 10/11/2026, ללא מידע אישי.",0,meeting_note,div_neg_59
hard,LEAK,paired_positive_medical,לתיעוד פנימי: המסמך מזכיר את שיבא ואת דנה דנינו וכולל גם אבחנה של אלרגיה חריפה.,1,memo,medical_pos_143
hard,LEAK,diverse_positive,סיכום פגישה: לצורך זיהוי מול הספק הועבר מספר הזהות של מיכל כהן: 552574931,1,meeting_note,div_pos_37
hard,LEAK,paired_positive_bank_account,"נושא: טיפול
יש לעדכן את טבלת ההזמנות עם חשבון הבנק 4620424579 של שלומי תורג'מן.",1,email,bank_account_pos_57
medium,NON_LEAK,diverse_negative,עדכון: שם העובד ליאור מלכה מופיע במצגת הפנימית ללא פרטים נוספים.,0,chat,div_neg_56
hard,NON_LEAK,paired_negative_internal_doc,בדיקה: הצוות דן בהשקת מודול ברק ביום 27/10/2026.,0,chat,internal_doc_neg_157
hard,LEAK,paired_hard_positive,HR-351069 | במצגת הופיעו שמות העובדים לצד נתוני שכר ובונוסים.,1,ticket,pair_7_pos
medium,LEAK,diverse_positive,סיכום פגישה: המסמך כולל נתוני שכר של נועה מזרחי עבור חודש מרץ.,1,meeting_note,div_pos_23
hard,LEAK,paired_hard_positive,HR-516420 | יש לעדכן את טבלת ההזמנות עם חשבון הבנק 6586204686 של עדי שלום.,1,ticket,pair_5_pos
hard,LEAK,diverse_positive,"SR-837815 | פרטי הקשר של יעל לוי - מייל yael.levi@company.co.il, טלפון 0583468338.",1,ticket,div_pos_31
hard,LEAK,paired_hard_positive,שולח: הצוות דן בהשקת פלטפורמת ארז ביום 6/10/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,chat,pair_4_pos
medium,LEAK,diverse_positive,מתוך הדוח: הסיסמה הזמנית לחשבון של דוד כהן היא Welcome2026! ויש להחליף אותה מיד.,1,report,div_pos_144
hard,LEAK,paired_positive_internal_doc,"נושא: עדכון
הצוות דן בהשקת פלטפורמת ארז ביום 2/4/2026 במסמך מסווג פנימי שלא נועד להפצה. תודה",1,email,internal_doc_pos_44
hard,LEAK,paired_positive_internal_doc,לתיעוד פנימי - הצוות דן בהשקת פרויקט נוגה ביום 12/6/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,memo,internal_doc_pos_34
medium,LEAK,diverse_positive,"נושא - טיפול
הועבר החזר בגובה 18,951 ש""ח לחשבון 2841545414 של יעל לוי.",1,email,div_pos_1
hard,LEAK,diverse_positive,"FIN-684456 | בנספח מופיעים פרטי החשבון של נועה מזרחי: בנק הפועלים, חשבון 6564938946.",1,ticket,div_pos_49
